"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	11.469	0.182	11.116	11.830	4286	42831720
"Male"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	21.605	0.176	21.261	21.952	17686	136411883
"Male"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	892	0
"Male"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"AllRaceEth"	7.787	0.032	7.725	7.849	62653	777726714
"Male"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic White"	8.784	0.041	8.704	8.864	49821	494325006
"Male"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic Black"	5.001	0.080	4.846	5.160	4394	97676183
"Male"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	6.032	0.349	5.366	6.755	346	6481922
"Male"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	4.365	0.108	4.155	4.582	1725	42831720
"Male"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.925	0.086	5.757	6.096	6006	136411883
"Male"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	361	0
"Male"	"5yrs_2011_2015"	"Thyroid"	"AllRaceEth"	7.356	0.031	7.296	7.416	59855	777726714
"Male"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic White"	8.220	0.039	8.143	8.298	46785	494325006
"Male"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic Black"	4.001	0.072	3.862	4.144	3427	97676183
"Male"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	5.374	0.322	4.761	6.044	309	6481922
"Male"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	7.565	0.138	7.296	7.841	3133	42831720
"Male"	"5yrs_2011_2015"	"Thyroid"	"Hispanic (All Races)"	5.624	0.081	5.466	5.786	5629	136411883
"Male"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	572	0
"Male"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"AllRaceEth"	3.081	0.020	3.042	3.121	24221	777726714
"Male"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic White"	3.307	0.026	3.256	3.359	16946	494325006
"Male"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	3.220	0.060	3.104	3.340	3063	97676183
"Male"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.917	0.186	1.570	2.320	118	6481922
"Male"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.565	0.062	1.446	1.693	668	42831720
"Male"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.838	0.057	2.728	2.951	3187	136411883
"Male"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	239	0
"Male"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	23.775	0.056	23.666	23.884	189711	777726714
"Male"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	24.914	0.066	24.786	25.044	150426	494325006
"Male"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	17.596	0.157	17.291	17.906	14300	97676183
"Male"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	16.509	0.613	15.329	17.752	857	6481922
"Male"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	16.434	0.223	16.001	16.876	5897	42831720
"Male"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	20.637	0.178	20.289	20.989	16334	136411883
"Male"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	1897	0
"Male"	"5yrs_2011_2015"	"Myeloma"	"AllRaceEth"	8.680	0.034	8.614	8.746	69969	777726714
"Male"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic White"	7.894	0.036	7.823	7.966	49029	494325006
"Male"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic Black"	16.816	0.161	16.501	17.135	12424	97676183
"Male"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	7.732	0.438	6.898	8.633	376	6481922
"Male"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	5.129	0.126	4.885	5.381	1791	42831720
"Male"	"5yrs_2011_2015"	"Myeloma"	"Hispanic (All Races)"	8.302	0.117	8.074	8.533	5870	136411883
"Male"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	479	0
"Male"	"5yrs_2011_2015"	"Leukemias"	"AllRaceEth"	18.981	0.050	18.883	19.080	149409	777726714
"Male"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic White"	20.104	0.060	19.987	20.222	118879	494325006
"Male"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic Black"	14.495	0.147	14.208	14.786	11150	97676183
"Male"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	14.303	0.567	13.214	15.454	755	6481922
"Male"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	10.419	0.175	10.078	10.768	3815	42831720
"Male"	"5yrs_2011_2015"	"Leukemias"	"Hispanic (All Races)"	14.138	0.142	13.861	14.419	13009	136411883
"Male"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	1801	0
"Male"	"5yrs_2011_2015"	"Mesothelioma"	"AllRaceEth"	1.668	0.015	1.639	1.698	12541	777726714
"Male"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic White"	1.836	0.018	1.801	1.871	10929	494325006
"Male"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic Black"	0.851	0.039	0.777	0.929	553	97676183
"Male"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	1.237	0.195	0.885	1.667	48	6481922
"Male"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.557	0.043	0.475	0.648	176	42831720
"Male"	"5yrs_2011_2015"	"Mesothelioma"	"Hispanic (All Races)"	1.262	0.048	1.171	1.359	799	136411883
"Male"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	36	0
"Male"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"AllRaceEth"	0.697	0.010	0.678	0.716	5288	777726714
"Male"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.436	0.009	0.418	0.455	2293	494325006
"Male"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic Black"	1.637	0.043	1.553	1.724	1518	97676183
"Male"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.452	0.095	0.286	0.679	26	6481922
"Male"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.370	0.032	0.310	0.438	145	42831720
"Male"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Hispanic (All Races)"	1.115	0.037	1.044	1.190	1143	136411883
"Male"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	163	0
"Male"	"10yrs_2006_2015"	"All Sites"	"AllRaceEth"	530.066	0.189	529.696	530.437	8197963	1524813716
"Male"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic White"	540.511	0.217	540.086	540.936	6442807	984819124
"Male"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic Black"	597.539	0.685	596.199	598.882	870358	189792707
"Male"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	435.756	2.376	431.112	440.435	40838	12686384
"Male"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	323.904	0.752	322.432	325.380	203537	79675032
"Male"	"10yrs_2006_2015"	"All Sites"	"Hispanic (All Races)"	414.442	0.610	413.247	415.640	553247	257840469
"Male"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	87176	0
"Male"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"AllRaceEth"	17.424	0.033	17.358	17.489	282962	1524813716
"Male"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	18.782	0.040	18.704	18.860	231353	984819124
"Male"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	15.273	0.103	15.072	15.476	24552	189792707
"Male"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	14.721	0.405	13.939	15.535	1570	12686384
"Male"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	11.468	0.133	11.209	11.732	8031	79675032
"Male"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	10.803	0.094	10.619	10.989	15574	257840469
"Male"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	1882	0
"Male"	"10yrs_2006_2015"	"Esophagus"	"AllRaceEth"	8.288	0.023	8.242	8.334	129962	1524813716
"Male"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic White"	8.893	0.027	8.840	8.947	108581	984819124
"Male"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic Black"	7.843	0.078	7.691	7.998	11449	189792707
"Male"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	7.024	0.298	6.451	7.632	666	12686384
"Male"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	3.812	0.082	3.653	3.977	2354	79675032
"Male"	"10yrs_2006_2015"	"Esophagus"	"Hispanic (All Races)"	5.196	0.070	5.061	5.334	6507	257840469
"Male"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	405	0
"Male"	"10yrs_2006_2015"	"Stomach"	"AllRaceEth"	9.268	0.025	9.219	9.318	140227	1524813716
"Male"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic White"	7.848	0.026	7.797	7.900	92714	984819124
"Male"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic Black"	15.043	0.114	14.820	15.268	20041	189792707
"Male"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	11.014	0.392	10.259	11.805	960	12686384
"Male"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	14.843	0.165	14.521	15.169	8868	79675032
"Male"	"10yrs_2006_2015"	"Stomach"	"Hispanic (All Races)"	13.354	0.112	13.136	13.575	16990	257840469
"Male"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	654	0
"Male"	"10yrs_2006_2015"	"Colon and Rectum"	"AllRaceEth"	48.806	0.058	48.693	48.919	744745	1524813716
"Male"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic White"	48.132	0.065	48.004	48.260	566241	984819124
"Male"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic Black"	60.162	0.221	59.730	60.598	84991	189792707
"Male"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	48.693	0.795	47.147	50.274	4556	12686384
"Male"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	39.261	0.259	38.754	39.772	25129	79675032
"Male"	"10yrs_2006_2015"	"Colon and Rectum"	"Hispanic (All Races)"	45.124	0.202	44.728	45.522	59085	257840469
"Male"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	4743	0
"Male"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	11.813	0.027	11.759	11.866	194774	1524813716
"Male"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	9.628	0.028	9.573	9.683	121080	984819124
"Male"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	17.057	0.107	16.849	17.267	28588	189792707
"Male"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	18.077	0.446	17.213	18.972	1946	12686384
"Male"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	21.240	0.186	20.877	21.608	14157	79675032
"Male"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	19.793	0.128	19.544	20.044	28190	257840469
"Male"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	813	0
"Male"	"10yrs_2006_2015"	"Pancreas"	"AllRaceEth"	14.226	0.031	14.165	14.287	216841	1524813716
"Male"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic White"	14.249	0.035	14.180	14.318	170098	984819124
"Male"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic Black"	17.395	0.120	17.160	17.632	24050	189792707
"Male"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.566	0.396	10.802	12.365	1043	12686384
"Male"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	10.130	0.137	9.864	10.402	6000	79675032
"Male"	"10yrs_2006_2015"	"Pancreas"	"Hispanic (All Races)"	12.269	0.108	12.058	12.483	14962	257840469
"Male"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	688	0
"Male"	"10yrs_2006_2015"	"Larynx"	"AllRaceEth"	6.293	0.020	6.254	6.333	101025	1524813716
"Male"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic White"	6.299	0.023	6.254	6.344	78025	984819124
"Male"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Black"	9.361	0.084	9.197	9.528	14030	189792707
"Male"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	5.508	0.259	5.012	6.037	540	12686384
"Male"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	2.243	0.063	2.122	2.369	1404	79675032
"Male"	"10yrs_2006_2015"	"Larynx"	"Hispanic (All Races)"	5.154	0.068	5.021	5.290	6588	257840469
"Male"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	438	0
"Male"	"10yrs_2006_2015"	"Lung and Bronchus"	"AllRaceEth"	76.340	0.072	76.198	76.482	1156458	1524813716
"Male"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic White"	79.177	0.083	79.015	79.339	946133	984819124
"Male"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Black"	92.222	0.278	91.678	92.768	125739	189792707
"Male"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	70.064	0.992	68.133	72.031	5996	12686384
"Male"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	47.467	0.299	46.883	48.055	27570	79675032
"Male"	"10yrs_2006_2015"	"Lung and Bronchus"	"Hispanic (All Races)"	42.919	0.208	42.511	43.329	48138	257840469
"Male"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	2882	0
"Male"	"10yrs_2006_2015"	"Melanoma of the Skin"	"AllRaceEth"	26.700	0.043	26.616	26.783	406193	1524813716
"Male"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic White"	33.235	0.055	33.128	33.342	385392	984819124
"Male"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.165	0.031	1.104	1.228	1593	189792707
"Male"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	9.734	0.360	9.042	10.461	905	12686384
"Male"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.617	0.053	1.516	1.724	1041	79675032
"Male"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Hispanic (All Races)"	5.019	0.067	4.888	5.152	6825	257840469
"Male"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	10437	0
"Male"	"10yrs_2006_2015"	"Breast"	"AllRaceEth"	1.280	0.009	1.261	1.298	19513	1524813716
"Male"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic White"	1.283	0.011	1.262	1.303	15239	984819124
"Male"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Black"	1.883	0.039	1.807	1.962	2620	189792707
"Male"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	0.535	0.079	0.391	0.714	55	12686384
"Male"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	0.677	0.034	0.611	0.746	431	79675032
"Male"	"10yrs_2006_2015"	"Breast"	"Hispanic (All Races)"	0.793	0.027	0.742	0.848	1042	257840469
"Male"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	126	0
"Male"	"10yrs_2006_2015"	"Cervix Uteri"	"AllRaceEth"	 	 	 	 	 	1524813716
"Male"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic White"	 	 	 	 	 	984819124
"Male"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Black"	 	 	 	 	 	189792707
"Male"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	12686384
"Male"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	79675032
"Male"	"10yrs_2006_2015"	"Cervix Uteri"	"Hispanic (All Races)"	 	 	 	 	 	257840469
"Male"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"AllRaceEth"	 	 	 	 	 	1524813716
"Male"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	 	 	 	 	 	984819124
"Male"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	 	 	 	 	 	189792707
"Male"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	12686384
"Male"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	79675032
"Male"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	 	 	 	 	 	257840469
"Male"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"10yrs_2006_2015"	"Ovary"	"AllRaceEth"	 	 	 	 	 	1524813716
"Male"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic White"	 	 	 	 	 	984819124
"Male"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Black"	 	 	 	 	 	189792707
"Male"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	12686384
"Male"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	79675032
"Male"	"10yrs_2006_2015"	"Ovary"	"Hispanic (All Races)"	 	 	 	 	 	257840469
"Male"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"10yrs_2006_2015"	"Prostate"	"AllRaceEth"	130.803	0.092	130.623	130.983	2117116	1524813716
"Male"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic White"	124.252	0.101	124.055	124.450	1571028	984819124
"Male"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Black"	209.482	0.397	208.704	210.262	314065	189792707
"Male"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	93.587	1.099	91.444	95.764	8711	12686384
"Male"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	68.286	0.344	67.614	68.963	42729	79675032
"Male"	"10yrs_2006_2015"	"Prostate"	"Hispanic (All Races)"	111.349	0.317	110.728	111.973	138934	257840469
"Male"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	41649	0
"Male"	"10yrs_2006_2015"	"Testis"	"AllRaceEth"	5.578	0.019	5.540	5.616	83651	1524813716
"Male"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic White"	6.879	0.028	6.825	6.933	64026	984819124
"Male"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Black"	1.473	0.029	1.417	1.531	2690	189792707
"Male"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	5.727	0.216	5.312	6.169	730	12686384
"Male"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.894	0.047	1.802	1.989	1660	79675032
"Male"	"10yrs_2006_2015"	"Testis"	"Hispanic (All Races)"	4.614	0.041	4.533	4.696	13399	257840469
"Male"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	1146	0
"Male"	"10yrs_2006_2015"	"Urinary Bladder"	"AllRaceEth"	36.958	0.051	36.858	37.059	540387	1524813716
"Male"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic White"	40.981	0.060	40.863	41.099	477134	984819124
"Male"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Black"	20.244	0.136	19.978	20.513	25257	189792707
"Male"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	21.499	0.571	20.394	22.642	1735	12686384
"Male"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	15.750	0.175	15.409	16.096	8834	79675032
"Male"	"10yrs_2006_2015"	"Urinary Bladder"	"Hispanic (All Races)"	20.699	0.147	20.411	20.990	22531	257840469
"Male"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	4896	0
"Male"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"AllRaceEth"	22.201	0.038	22.126	22.276	349469	1524813716
"Male"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	22.409	0.044	22.323	22.496	267881	984819124
"Male"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	25.114	0.136	24.849	25.382	38546	189792707
"Male"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	28.452	0.577	27.332	29.604	2874	12686384
"Male"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	11.292	0.136	11.027	11.562	7489	79675032
"Male"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	21.399	0.132	21.140	21.660	31032	257840469
"Male"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	1647	0
"Male"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"AllRaceEth"	7.902	0.023	7.857	7.947	121956	1524813716
"Male"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic White"	8.877	0.029	8.820	8.935	97883	984819124
"Male"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.910	0.058	4.797	5.024	8189	189792707
"Male"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	6.006	0.254	5.519	6.524	665	12686384
"Male"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	4.457	0.082	4.298	4.620	3214	79675032
"Male"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Hispanic (All Races)"	6.022	0.065	5.895	6.150	11283	257840469
"Male"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	722	0
"Male"	"10yrs_2006_2015"	"Thyroid"	"AllRaceEth"	6.865	0.021	6.824	6.907	107818	1524813716
"Male"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic White"	7.642	0.027	7.589	7.695	85576	984819124
"Male"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Black"	3.736	0.050	3.638	3.836	6049	189792707
"Male"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	4.748	0.217	4.332	5.194	534	12686384
"Male"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	6.752	0.097	6.563	6.945	5106	79675032
"Male"	"10yrs_2006_2015"	"Thyroid"	"Hispanic (All Races)"	5.310	0.060	5.193	5.428	9543	257840469
"Male"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	1010	0
"Male"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"AllRaceEth"	3.155	0.015	3.126	3.183	48233	1524813716
"Male"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic White"	3.390	0.019	3.353	3.427	34323	984819124
"Male"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	3.218	0.043	3.134	3.304	5889	189792707
"Male"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.913	0.133	1.661	2.193	231	12686384
"Male"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.545	0.046	1.457	1.637	1224	79675032
"Male"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.922	0.043	2.839	3.007	6125	257840469
"Male"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	441	0
"Male"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	23.836	0.040	23.757	23.915	360718	1524813716
"Male"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	24.975	0.047	24.883	25.068	288904	984819124
"Male"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	17.690	0.114	17.466	17.915	27186	189792707
"Male"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	16.682	0.463	15.787	17.612	1576	12686384
"Male"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	16.123	0.167	15.797	16.453	10271	79675032
